epoch,split,group_type,group_name,auc,model_name,seed,run_id
6,val,label,Enlarged Cardiomediastinum,0.6611920646267342,192713_convnext_t,42,20260208
6,val,label,Cardiomegaly,0.8428484381906234,192713_convnext_t,42,20260208
6,val,label,Lung Opacity,0.7228209842592125,192713_convnext_t,42,20260208
6,val,label,Lung Lesion,0.737058617868963,192713_convnext_t,42,20260208
6,val,label,Edema,0.831119389412475,192713_convnext_t,42,20260208
6,val,label,Consolidation,0.7220737969090099,192713_convnext_t,42,20260208
6,val,label,Pneumonia,0.7522528561135868,192713_convnext_t,42,20260208
6,val,label,Atelectasis,0.6731982848617577,192713_convnext_t,42,20260208
6,val,label,Pneumothorax,0.828841144322233,192713_convnext_t,42,20260208
6,val,label,Pleural Effusion,0.8728502586092934,192713_convnext_t,42,20260208
6,val,label,Pleural Other,0.7902989221069925,192713_convnext_t,42,20260208
6,val,label,Fracture,0.7263682229115532,192713_convnext_t,42,20260208
6,val,label,Support Devices,0.8513729373550843,192713_convnext_t,42,20260208
6,val,gender,sex=0,0.7761464236836403,192713_convnext_t,42,20260208
6,val,gender,sex=1,0.7770545508256019,192713_convnext_t,42,20260208
6,val,age_bin,18-27,0.801955760114533,192713_convnext_t,42,20260208
6,val,age_bin,28-37,0.802605865559918,192713_convnext_t,42,20260208
6,val,age_bin,38-47,0.7892457211192961,192713_convnext_t,42,20260208
6,val,age_bin,48-57,0.7821342773967428,192713_convnext_t,42,20260208
6,val,age_bin,58-67,0.7693380774605865,192713_convnext_t,42,20260208
6,val,age_bin,68-77,0.7670493465588563,192713_convnext_t,42,20260208
6,val,age_bin,78-87,0.745788270408134,192713_convnext_t,42,20260208
6,val,age_bin,88-97,0.7224653176892412,192713_convnext_t,42,20260208
7,val,label,No Finding,0.8700372809654036,192713_convnext_t,42,20260208
7,val,label,Enlarged Cardiomediastinum,0.6641479411064756,192713_convnext_t,42,20260208
7,val,label,Cardiomegaly,0.846302545129231,192713_convnext_t,42,20260208
7,val,label,Lung Opacity,0.725325340502001,192713_convnext_t,42,20260208
7,val,label,Lung Lesion,0.7392528558487258,192713_convnext_t,42,20260208
7,val,label,Edema,0.834944465634875,192713_convnext_t,42,20260208
7,val,label,Consolidation,0.7272914733887326,192713_convnext_t,42,20260208
7,val,label,Pneumonia,0.7515465768017462,192713_convnext_t,42,20260208
7,val,label,Atelectasis,0.6745167838254512,192713_convnext_t,42,20260208
7,val,label,Pneumothorax,0.8296203745702616,192713_convnext_t,42,20260208
7,val,label,Pleural Effusion,0.8745760679098131,192713_convnext_t,42,20260208
7,val,label,Pleural Other,0.7958725743188784,192713_convnext_t,42,20260208
7,val,label,Fracture,0.7304492499704411,192713_convnext_t,42,20260208
7,val,label,Support Devices,0.8582066832948612,192713_convnext_t,42,20260208
7,val,gender,sex=0,0.7789107836312817,192713_convnext_t,42,20260208
7,val,gender,sex=1,0.780630705969255,192713_convnext_t,42,20260208
7,val,age_bin,18-27,0.8083766389663405,192713_convnext_t,42,20260208
7,val,age_bin,28-37,0.8052966703593709,192713_convnext_t,42,20260208
7,val,age_bin,38-47,0.7928186616647102,192713_convnext_t,42,20260208
7,val,age_bin,48-57,0.7860845341582313,192713_convnext_t,42,20260208
7,val,age_bin,58-67,0.7724631862481729,192713_convnext_t,42,20260208
7,val,age_bin,68-77,0.7708165696367836,192713_convnext_t,42,20260208
7,val,age_bin,78-87,0.7471804828442362,192713_convnext_t,42,20260208
7,val,age_bin,88-97,0.7228586297291916,192713_convnext_t,42,20260208
8,val,label,No Finding,0.8697868372650277,192713_convnext_t,42,20260208
8,val,label,Enlarged Cardiomediastinum,0.6691345117391244,192713_convnext_t,42,20260208
8,val,label,Cardiomegaly,0.8481188940710253,192713_convnext_t,42,20260208
8,val,label,Lung Opacity,0.7254277199102867,192713_convnext_t,42,20260208
8,val,label,Lung Lesion,0.7477139873224191,192713_convnext_t,42,20260208
8,val,label,Edema,0.835772710394377,192713_convnext_t,42,20260208
8,val,label,Consolidation,0.7283637479132605,192713_convnext_t,42,20260208
8,val,label,Pneumonia,0.7595838027027558,192713_convnext_t,42,20260208
8,val,label,Atelectasis,0.6775721330556237,192713_convnext_t,42,20260208
8,val,label,Pneumothorax,0.8400639586963252,192713_convnext_t,42,20260208
8,val,label,Pleural Effusion,0.8756395931612779,192713_convnext_t,42,20260208
8,val,label,Pleural Other,0.7946565443329069,192713_convnext_t,42,20260208
8,val,label,Fracture,0.7346716554569332,192713_convnext_t,42,20260208
8,val,label,Support Devices,0.8626148651928509,192713_convnext_t,42,20260208
8,val,gender,sex=0,0.7824466771893442,192713_convnext_t,42,20260208
8,val,gender,sex=1,0.7837923563239438,192713_convnext_t,42,20260208
8,val,age_bin,18-27,0.8107416485867505,192713_convnext_t,42,20260208
8,val,age_bin,28-37,0.8095748584964925,192713_convnext_t,42,20260208
8,val,age_bin,38-47,0.7951295938568359,192713_convnext_t,42,20260208
8,val,age_bin,48-57,0.7896765441228066,192713_convnext_t,42,20260208
8,val,age_bin,58-67,0.7747386779383232,192713_convnext_t,42,20260208
8,val,age_bin,68-77,0.7738919641354288,192713_convnext_t,42,20260208
8,val,age_bin,78-87,0.7519195783506066,192713_convnext_t,42,20260208
8,val,age_bin,88-97,0.7268441865820316,192713_convnext_t,42,20260208
9,val,label,No Finding,0.8695878803121403,192713_convnext_t,42,20260208
9,val,label,Enlarged Cardiomediastinum,0.6709174649566596,192713_convnext_t,42,20260208
9,val,label,Cardiomegaly,0.8491788683598938,192713_convnext_t,42,20260208
9,val,label,Lung Opacity,0.7259177473370497,192713_convnext_t,42,20260208
9,val,label,Lung Lesion,0.7492133743328451,192713_convnext_t,42,20260208
9,val,label,Edema,0.8351671105940697,192713_convnext_t,42,20260208
9,val,label,Consolidation,0.7290918138889938,192713_convnext_t,42,20260208
9,val,label,Pneumonia,0.7539025718685655,192713_convnext_t,42,20260208
9,val,label,Atelectasis,0.6788557667519195,192713_convnext_t,42,20260208
9,val,label,Pneumothorax,0.8382902437613914,192713_convnext_t,42,20260208
9,val,label,Pleural Effusion,0.8762506502204293,192713_convnext_t,42,20260208
9,val,label,Pleural Other,0.7972578904846335,192713_convnext_t,42,20260208
9,val,label,Fracture,0.7361820958534772,192713_convnext_t,42,20260208
9,val,label,Support Devices,0.8562503028706874,192713_convnext_t,42,20260208
9,val,gender,sex=0,0.7828395619627662,192713_convnext_t,42,20260208
9,val,gender,sex=1,0.7825918614948691,192713_convnext_t,42,20260208
9,val,age_bin,18-27,0.8114621183720672,192713_convnext_t,42,20260208
9,val,age_bin,28-37,0.8116400235865701,192713_convnext_t,42,20260208
9,val,age_bin,38-47,0.7955873427696474,192713_convnext_t,42,20260208
9,val,age_bin,48-57,0.7888981542823547,192713_convnext_t,42,20260208
9,val,age_bin,58-67,0.7736322460540829,192713_convnext_t,42,20260208
9,val,age_bin,68-77,0.7740773527229851,192713_convnext_t,42,20260208
9,val,age_bin,78-87,0.752089032377721,192713_convnext_t,42,20260208
9,val,age_bin,88-97,0.7279556209585945,192713_convnext_t,42,20260208
10,test,label,No Finding,0.874169827698821,192713_convnext_t,42,20260208
10,test,label,Enlarged Cardiomediastinum,0.6446348060232805,192713_convnext_t,42,20260208
10,test,label,Cardiomegaly,0.8454417819280812,192713_convnext_t,42,20260208
10,test,label,Lung Opacity,0.7243340711781467,192713_convnext_t,42,20260208
10,test,label,Lung Lesion,0.7639582833424415,192713_convnext_t,42,20260208
10,test,label,Edema,0.846282262561298,192713_convnext_t,42,20260208
10,test,label,Consolidation,0.733279527333586,192713_convnext_t,42,20260208
10,test,label,Pneumonia,0.7527482680586985,192713_convnext_t,42,20260208
10,test,label,Atelectasis,0.6912879118764603,192713_convnext_t,42,20260208
10,test,label,Pneumothorax,0.8458326979594414,192713_convnext_t,42,20260208
10,test,label,Pleural Effusion,0.874219660576177,192713_convnext_t,42,20260208
10,test,label,Pleural Other,0.7788230174368475,192713_convnext_t,42,20260208
10,test,label,Fracture,0.7199772979706005,192713_convnext_t,42,20260208
10,test,label,Support Devices,0.8537707251946868,192713_convnext_t,42,20260208
10,test,gender,sex=0,0.7816354928265327,192713_convnext_t,42,20260208
10,test,gender,sex=1,0.78165219617769,192713_convnext_t,42,20260208
10,test,age_bin,18-27,0.789558003381282,192713_convnext_t,42,20260208
10,test,age_bin,28-37,0.8082207806849694,192713_convnext_t,42,20260208
10,test,age_bin,38-47,0.7919504025237958,192713_convnext_t,42,20260208
10,test,age_bin,48-57,0.7914542794489892,192713_convnext_t,42,20260208
10,test,age_bin,58-67,0.7744790343942806,192713_convnext_t,42,20260208
10,test,age_bin,68-77,0.7726530973647269,192713_convnext_t,42,20260208
10,test,age_bin,78-87,0.7552789377920337,192713_convnext_t,42,20260208
10,test,age_bin,88-97,0.7421047471655748,192713_convnext_t,42,20260208
